"","Loc","Type","Sampletime","Spec","Flower","Det","Sex","Method","Stage","Number","Family","Order","lat","lng","date","Spec_group","occurrenceID"
"708","Zw2","tree",1,"Bombus pascuorum","Symphytum","Jari Vandendriessche","","15' Transect","Ad",1,"Apidae","Hymenoptera",50.842518,3.745591,2023-06-02,"bees","DIGITAF_FLANDERS:fb88f0dd82070d04"
"709","Zw2","tree",1,"Bombus pascuorum","Symphytum, Lamium","Jari Vandendriessche","","15' Transect","Ad",8,"Apidae","Hymenoptera",50.842518,3.745591,2023-06-02,"bees","DIGITAF_FLANDERS:051e48e54ae81772"
"710","Zw2","tree",1,"Macrophya montana","","Augustijn De Ketelaere","F","15' Transect","Ad",1,"Tenthredinidae","Hymenoptera",50.842518,3.745591,2023-06-02,"wasps","DIGITAF_FLANDERS:7a3970b568932c81"
"711","Zw2","tree",2,"Bombus pascuorum","Symphytum","Jari Vandendriessche","","15' Transect","Ad",5,"Apidae","Hymenoptera",50.842518,3.745591,2023-09-05,"bees","DIGITAF_FLANDERS:5f78f24748152638"
"712","Zw2","tree",2,"Eristalis nemorum","","Jari Vandendriessche & Astrid Van den Bossche","","15' Transect","Ad",1,"Syrphidae","Diptera",50.842518,3.745591,2023-09-05,"syrphids","DIGITAF_FLANDERS:b78acc172dae2ec6"
"713","Zw2","tree",2,"Eristalis tenax","","Jari Vandendriessche & Astrid Van den Bossche","","15' Transect","Ad",1,"Syrphidae","Diptera",50.842518,3.745591,2023-09-05,"syrphids","DIGITAF_FLANDERS:7b3daeb669350467"
"714","Zw2","tree",2,"Eristalis tenax","Taraxacum","Jari Vandendriessche & Astrid Van den Bossche","","15' Transect","Ad",1,"Syrphidae","Diptera",50.842518,3.745591,2023-09-05,"syrphids","DIGITAF_FLANDERS:4f67695fb87e91a5"
"715","Zw2","tree",2,"Ectemnius fossorius","Taraxacum","Augustijn De Ketelaere","F","15' Transect","Ad",1,"Crabronidae","Hymenoptera",50.842518,3.745591,2023-09-05,"wasps","DIGITAF_FLANDERS:f7768959bc66a544"
"716","Zw2","tree",2,"Pieris rapae","Taraxacum","Jari Vandendriessche","","15' Transect","Ad",3,"Pieridae","Lepidoptera",50.842518,3.745591,2023-09-05,"butterflies","DIGITAF_FLANDERS:8b43b0d1b3d1434f"
"717","Zw2","tree",2,"Sphaerophoria scripta","","Jari Vandendriessche & Astrid Van den Bossche","","15' Transect","Ad",1,"Syrphidae","Diptera",50.842518,3.745591,2023-09-05,"syrphids","DIGITAF_FLANDERS:dbd3c7de352a170d"
"718","Zw2","tree",2,"Sphaerophoria scripta","Taraxacum","Jari Vandendriessche & Astrid Van den Bossche","","15' Transect","Ad",1,"Syrphidae","Diptera",50.842518,3.745591,2023-09-05,"syrphids","DIGITAF_FLANDERS:5ebddd1161cd136c"
"719","Zw2","tree",2,"Vanessa atalanta","","Jari Vandendriessche","","15' Transect","Ad",1,"Nymphalidae","Lepidoptera",50.842518,3.745591,2023-09-05,"butterflies","DIGITAF_FLANDERS:0a22a672bb2796d0"
